Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GILD,GILD,GILD,GILD,GILD,GILD
Date,,,,,,
2023-09-11,71.62092590332031,77.04000091552734,77.16999816894531,76.0,76.05000305175781,8053800
2023-09-12,71.3978042602539,76.80000305175781,77.2300033569336,76.27999877929688,76.98999786376953,4181200
2023-09-13,71.8719253540039,77.30999755859375,77.52999877929688,76.91999816894531,77.0,4407700
2023-09-14,72.62294006347656,77.36000061035156,77.7300033569336,76.73999786376953,76.79000091552734,4424400
2023-09-15,71.03641510009766,75.66999816894531,77.41000366210938,75.41999816894531,77.20999908447266,11145100
2023-09-18,70.9894790649414,75.62000274658203,76.1500015258789,75.13999938964844,75.86000061035156,3337800
2023-09-19,71.13030242919922,75.7699966430664,76.12999725341797,75.26000213623047,75.38999938964844,4002700
2023-09-20,71.17723083496094,75.81999969482422,76.38999938964844,75.7300033569336,75.9800033569336,4826300
2023-09-21,70.66091918945312,75.2699966430664,76.13999938964844,75.22000122070312,75.87999725341797,5271600
2023-09-22,70.41683197021484,75.01000213623047,75.61000061035156,74.3499984741211,74.76000213623047,4351800
2023-09-25,70.24786376953125,74.83000183105469,74.93000030517578,74.52999877929688,74.75,3885700
2023-09-26,70.90499114990234,75.52999877929688,76.2699966430664,75.31999969482422,75.41000366210938,5643900
2023-09-27,70.92378234863281,75.55000305175781,76.05999755859375,75.13999938964844,75.66999816894531,4443100
2023-09-28,70.8017349243164,75.41999816894531,76.05000305175781,75.20999908447266,75.79000091552734,3482900
2023-09-29,70.35112762451172,74.94000244140625,75.75,74.58000183105469,75.51000213623047,4179900
2023-10-02,69.56256866455078,74.0999984741211,75.04000091552734,73.16000366210938,75.0,4578700
2023-10-03,68.78337097167969,73.2699966430664,73.87000274658203,72.87000274658203,73.20999908447266,6075300
2023-10-04,70.16337585449219,74.73999786376953,74.81999969482422,73.25,73.30000305175781,4707600
2023-10-05,70.12582397460938,74.69999694824219,75.02999877929688,74.1500015258789,74.66999816894531,4781900
2023-10-06,70.16337585449219,74.73999786376953,75.01000213623047,73.91000366210938,74.45999908447266,4635200
2023-10-09,70.46377563476562,75.05999755859375,75.33999633789062,74.23999786376953,74.77999877929688,3394000
2023-10-10,71.31805419921875,75.97000122070312,76.45999908447266,74.77999877929688,75.05999755859375,5040100
2023-10-11,72.2474365234375,76.95999908447266,77.01000213623047,76.01000213623047,76.25,4434100
2023-10-12,72.0596923828125,76.76000213623047,77.11000061035156,76.29000091552734,76.87999725341797,4037900
2023-10-13,72.89517974853516,77.6500015258789,77.86000061035156,76.97000122070312,77.19000244140625,5651800
2023-10-16,74.35026550292969,79.19999694824219,79.44000244140625,77.62999725341797,77.73999786376953,6958200
2023-10-17,75.55189514160156,80.4800033569336,81.06999969482422,78.61000061035156,79.19000244140625,10602200
2023-10-18,74.79149627685547,79.66999816894531,80.70999908447266,79.52999877929688,80.47000122070312,6781900
2023-10-19,73.63681030273438,78.44000244140625,79.87000274658203,78.2300033569336,79.06999969482422,5563400
2023-10-20,73.03600311279297,77.80000305175781,79.08999633789062,77.73999786376953,78.73999786376953,5183700
2023-10-23,72.8106918334961,77.55999755859375,77.97000122070312,77.16999816894531,77.69999694824219,4049700
2023-10-24,73.36457824707031,78.1500015258789,78.54000091552734,77.27999877929688,77.58999633789062,5424800
2023-10-25,73.5898666381836,78.38999938964844,78.5999984741211,77.43000030517578,77.91000366210938,5148000
2023-10-26,73.69313049316406,78.5,78.94999694824219,77.63999938964844,78.51000213623047,4630900
2023-10-27,71.9282455444336,76.62000274658203,78.5,76.33000183105469,78.38999938964844,6037800
2023-10-30,73.00782775878906,77.7699966430664,77.98999786376953,76.9000015258789,76.91999816894531,4760800
2023-10-31,73.73067474365234,78.54000091552734,78.70999908447266,77.45999908447266,77.58999633789062,4684100
2023-11-01,75.27965545654297,80.19000244140625,80.41999816894531,78.80999755859375,79.0,5446100
2023-11-02,76.25596618652344,81.2300033569336,81.30999755859375,79.63999938964844,79.80999755859375,6166100
2023-11-03,76.59391784667969,81.58999633789062,82.58999633789062,81.51000213623047,82.0,7040000
2023-11-06,76.1714859008789,81.13999938964844,81.9800033569336,80.73999786376953,81.66999816894531,6649800
2023-11-07,75.6739273071289,80.61000061035156,81.3499984741211,80.31999969482422,81.06999969482422,7609000
2023-11-08,73.1298828125,77.9000015258789,78.26000213623047,75.08999633789062,77.48999786376953,13103500
2023-11-09,70.38867950439453,74.9800033569336,77.70999908447266,74.72000122070312,77.52999877929688,8878900
2023-11-10,71.27111053466797,75.91999816894531,76.02999877929688,74.86000061035156,75.45999908447266,5946700
2023-11-13,70.34173583984375,74.93000030517578,75.6500015258789,74.54000091552734,75.37000274658203,4742500
2023-11-14,70.14459228515625,74.72000122070312,75.72000122070312,74.55000305175781,75.31999969482422,5534400
2023-11-15,70.44499969482422,75.04000091552734,75.45999908447266,74.11000061035156,74.2300033569336,7102100
2023-11-16,69.95684814453125,74.5199966430664,76.1500015258789,73.98999786376953,75.52999877929688,6820700
